UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,8,2010,87,723300,254608,468692,229399,417841,15276,34524,972,1596,7368,11922,125,229,1468,2580,230652,419978,15643,35287,1765,3100,7839,12574,303,534,240168,445188,215885,395926,14854,33704,733,1251,7290,11785,102,199,1304,2323,216996,397835,15155,34358,1440,2631,7722,12372,256,481,14440,23504,13514,21915,422,820,239,345,78,137,23,30,164,257,13656,22143,488,929,325,469,117,202,47,53
R,8,2010,88,637987,217036,420951,195904,376830,12695,30340,771,1409,6383,9909,98,229,1185,2234,196924,378675,13006,31010,1426,2676,6750,10492,237,505,205684,400500,185269,357787,12370,29639,603,1111,6315,9771,78,196,1049,1996,186166,359423,12616,30214,1180,2258,6656,10300,199,446,11352,20451,10635,19043,325,701,168,298,68,138,20,33,136,238,10758,19252,390,796,246,418,94,192,38,59
R,8,2010,89,548634,181352,367282,164454,329414,10153,26007,590,1195,5084,8501,85,176,986,1989,165295,331059,10429,26642,1125,2346,5389,8993,202,404,172331,350201,156031,313520,9888,25438,437,937,5027,8397,67,154,881,1755,156780,314967,10130,25982,910,1971,5308,8826,169,360,9021,17081,8423,15894,265,569,153,258,57,104,18,22,105,234,8515,16092,299,660,215,375,81,167,33,44
R,8,2010,90,455064,143822,311242,129572,277877,8666,23223,484,990,4203,7403,82,134,815,1615,130258,279198,8888,23748,922,1904,4452,7804,186,336,136545,296770,122821,264389,8441,22726,359,781,4142,7320,63,111,719,1443,123425,265559,8618,23178,750,1609,4369,7682,157,290,7277,14472,6751,13488,225,497,125,209,61,83,19,23,96,172,6833,13639,270,570,172,295,83,122,29,46
R,8,2010,91,342977,103967,239010,93610,214053,6352,17499,354,729,3062,5434,57,94,532,1201,94052,215045,6504,17913,649,1410,3217,5712,120,243,98884,228668,88885,204462,6185,17093,260,585,3034,5372,45,83,475,1073,89279,205341,6321,17450,521,1203,3173,5626,96,218,5083,10342,4725,9591,167,406,94,144,28,62,12,11,57,128,4773,9704,183,463,128,207,44,86,24,25
R,8,2010,92,290604,84140,206464,76171,185436,4821,14813,292,633,2366,4475,45,86,445,1021,76544,186288,4960,15159,519,1193,2497,4705,100,213,79955,197693,72292,177252,4680,14510,215,523,2346,4431,39,72,383,905,72611,178004,4785,14800,415,1037,2464,4631,88,188,4185,8771,3879,8184,141,303,77,110,20,44,6,14,62,116,3933,8284,175,359,104,156,33,74,12,25
R,8,2010,93,221444,60916,160528,54837,143788,3679,11854,203,496,1868,3509,33,67,296,814,55081,144441,3759,12141,359,968,1961,3700,77,169,57980,153933,52105,137659,3568,11615,161,405,1850,3466,31,58,265,730,52325,138239,3635,11862,300,837,1933,3637,69,151,2936,6595,2732,6129,111,239,42,91,18,43,2,9,31,84,2756,6202,124,279,59,131,28,63,8,18
R,8,2010,94,171171,44120,127051,39565,113517,2719,9652,161,372,1403,2813,25,53,247,644,39776,114051,2787,9886,290,706,1470,2984,55,122,41869,121608,37461,108458,2660,9439,123,300,1388,2786,22,44,215,581,37642,108941,2714,9638,239,606,1446,2946,51,107,2251,5443,2104,5059,59,213,38,72,15,27,3,9,32,63,2134,5110,73,248,51,100,24,38,4,15
R,8,2010,95,131841,32002,99839,28523,88927,2119,7923,106,305,1050,2159,12,45,192,480,28685,89310,2173,8109,207,566,1104,2269,36,99,30312,95623,26957,85023,2066,7758,75,242,1039,2140,11,39,164,421,27096,85357,2108,7912,160,477,1085,2238,32,88,1690,4216,1566,3904,53,165,31,63,11,19,1,6,28,59,1589,3953,65,197,47,89,19,31,4,11
R,8,2010,96,97989,22263,75726,19621,67067,1617,6440,93,236,796,1588,14,36,122,359,19725,67350,1661,6589,153,414,837,1678,24,79,20988,72392,18451,63984,1575,6301,67,195,787,1568,11,31,97,313,18533,64230,1607,6422,117,358,819,1644,18,70,1275,3334,1170,3083,42,139,26,41,9,20,3,5,25,46,1192,3120,54,167,36,56,18,34,6,9
R,8,2010,97,69207,14841,54366,12964,47930,1138,4832,76,172,569,1149,12,30,82,253,13031,48130,1165,4937,118,292,593,1218,27,60,13923,51900,12126,45650,1106,4729,53,140,558,1135,10,25,70,221,12182,45826,1129,4818,89,247,578,1195,21,49,918,2466,838,2280,32,103,23,32,11,14,2,5,12,32,849,2304,36,119,29,45,15,23,6,11
R,8,2010,98,47710,9668,38042,8314,33293,813,3577,50,130,414,821,9,24,68,197,8357,33449,843,3675,87,226,437,866,23,48,9028,36206,7722,31593,793,3508,37,100,411,815,8,22,57,168,7759,31726,822,3589,65,186,430,850,17,42,640,1836,592,1700,20,69,13,30,3,6,1,2,11,29,598,1723,21,86,22,40,7,16,6,6
R,8,2010,99,32330,6120,26210,5188,22811,584,2537,37,98,244,599,9,14,58,151,5233,22934,609,2606,76,180,256,637,17,29,5639,24902,4761,21606,564,2481,26,83,236,587,7,12,45,133,4797,21714,582,2541,59,152,244,618,12,25,481,1308,427,1205,20,56,11,15,8,12,2,2,13,18,436,1220,27,65,17,28,12,19,5,4
R,8,2010,100,55029,9476,45553,7565,38360,1221,5619,107,193,417,1030,22,34,144,317,7663,38588,1294,5781,186,361,496,1123,65,100,8548,43210,6790,36270,1166,5506,80,148,406,1013,18,25,88,248,6856,36447,1207,5632,131,273,446,1081,40,73,928,2343,775,2090,55,113,27,45,11,17,4,9,56,69,807,2141,87,149,55,88,50,42,25,27
R,9,2010,999,309768270,152320935,157447335,119994601,122479334,19298475,21131954,1901490,1861373,7304063,8034787,346087,334661,3476219,3605226,123058022,125636498,20753383,22692918,3075692,3103909,8572292,9319810,674366,670856,126459809,132360277,97107285,100348641,18148498,19926542,1120108,1152274,7052704,7782854,253006,248624,2778208,2901342,99551951,102884529,19302923,21174057,1979128,2081781,8127222,8871889,513031,516455,25861126,25087058,22887316,22130693,1149977,1205412,781382,709099,251359,251933,93081,86037,698011,703884,23506071,22751969,1450460,1518861,1096564,1022128,445070,447921,161335,154401
R,9,2010,0,3961597,2024098,1937499,1464363,1397883,305098,295670,32956,31987,95697,90498,5971,5726,120013,115735,1574958,1504376,369729,358496,57538,55918,139393,132235,14568,13925,1503549,1435896,1020947,970548,276417,267878,17180,16952,89566,84732,3922,3738,95517,92048,1109442,1055686,328775,318659,33196,32611,125673,119276,10176,9682,520549,501603,443416,427335,28681,27792,15776,15035,6131,5766,2049,1988,24496,23687,465516,448690,40954,39837,24342,23307,13720,12959,4392,4243
R,9,2010,1,3945634,2013672,1931962,1460517,1395128,303994,296311,32706,31758,94318,90501,5993,5816,116144,112448,1567309,1498527,366503,357678,56581,54563,136641,130830,14176,13794,1501179,1438026,1022954,973750,275913,268906,17427,16964,88329,84830,3992,3829,92564,89747,1108504,1056700,326789,318863,32965,31836,123381,118353,9972,9648,512493,493936,437563,421378,28081,27405,15279,14794,5989,5671,2001,1987,23580,22701,458805,441827,39714,38815,23616,22727,13260,12477,4204,4146
R,9,2010,2,4076885,2082178,1994707,1511784,1440972,315113,306803,33756,32463,99169,95709,6065,5860,116291,112900,1618539,1544668,377807,368605,57459,55554,141342,135980,14545,13738,1552707,1487953,1058090,1007264,286375,279259,17857,17441,93206,89988,4019,3861,93160,90140,1143992,1090426,337724,329765,33419,32439,128310,123400,10247,9631,529471,506754,453694,433708,28738,27544,15899,15022,5963,5721,2046,1999,23131,22760,474547,454242,40083,38840,24040,23115,13032,12580,4298,4107
R,9,2010,3,4114854,2102110,2012744,1532364,1461371,316443,306918,34435,33176,99300,95534,6073,5973,113495,109772,1636588,1561983,377288,366403,58190,56085,140341,134771,14358,13919,1569136,1501366,1074813,1022413,288098,279657,18061,17791,93372,89908,4039,3938,90753,87659,1158571,1103111,337842,328317,33662,32704,127384,122485,10108,9740,532974,511378,457551,438958,28345,27261,16374,15385,5928,5626,2034,2035,22742,22113,478017,458872,39446,38086,24528,23381,12957,12286,4250,4179
R,9,2010,4,4082643,2087264,1995379,1530132,1455543,309746,300872,34032,32618,98384,95704,5985,5714,108985,104928,1630110,1551757,367380,356967,57165,54776,138330,133631,13933,13269,1565687,1495166,1080884,1024766,282805,274652,18043,17547,92530,90349,3989,3781,87436,84071,1161449,1102179,330093,320774,33236,32076,125926,121934,9844,9313,521577,500213,449248,430777,26941,26220,15989,15071,5854,5355,1996,1933,21549,20857,468661,449578,37287,36193,23929,22700,12404,11697,4089,3956
R,9,2010,5,4069136,2079185,1989951,1531947,1456078,304518,295527,33583,32780,99187,98592,5986,5818,103964,101156,1627193,1548573,358813,348870,56187,54669,137486,135421,13489,13119,1568023,1500875,1090384,1033959,278378,270376,18033,17605,93693,93437,4034,3992,83501,81506,1167239,1108767,323049,314411,32923,32048,125738,124364,9550,9417,511162,489076,441563,422119,26140,25151,15550,15175,5494,5155,1952,1826,20463,19650,459954,439806,35764,34459,23264,22621,11748,11057,3939,3702
R,9,2010,6,4066010,2075899,1990111,1536449,1463014,301308,292364,32729,31838,99247,99855,5827,5507,100339,97533,1628245,1552234,352934,343039,54898,53443,136624,135638,13277,12671,1578509,1511924,1105244,1049272,276484,268211,17941,17248,93838,94722,4009,3773,80993,78698,1179678,1121523,319011,310108,32802,31780,125288,124773,9581,9060,497390,478187,431205,413742,24824,24153,14788,14590,5409,5133,1818,1734,19346,18835,448567,430711,33923,32931,22096,21663,11336,10865,3696,3611
R,9,2010,7,4047683,2065718,1981965,1533903,1461183,299368,290979,32276,31385,98317,99453,5723,5391,96131,93574,1621696,1546710,348536,339032,54189,52744,133797,133942,12958,12268,1578066,1511860,1110706,1053442,275065,267668,17637,16998,93086,94435,3940,3713,77632,75604,1181916,1122856,315735,307428,32370,31447,122903,123360,9318,8889,487652,470105,423197,407741,24303,23311,14639,14387,5231,5018,1783,1678,18499,17970,439780,423854,32801,31604,21819,21297,10894,10582,3640,3379
R,9,2010,8,4042530,2063265,1979265,1533387,1461072,304738,296102,32415,31164,95030,95012,5586,5371,92109,90544,1617404,1543486,351605,342845,54073,52615,128717,127592,12579,12122,1580570,1514590,1113429,1057273,281007,273026,17901,17167,89967,90234,3898,3697,74368,73193,1181527,1124228,319883,311768,32471,31709,118197,117535,9174,8780,482695,464675,419958,403799,23731,23076,14514,13997,5063,4778,1688,1674,17741,17351,435877,419258,31722,31077,21602,20906,10520,10057,3405,3342
R,9,2010,9,4112624,2100411,2012213,1559456,1485677,314179,304236,32355,31336,96978,96333,5557,5410,91886,89221,1643020,1566999,360968,350035,54435,52796,130449,128364,12555,12199,1618015,1548729,1139423,1082308,290349,281409,18127,17544,92018,91606,3876,3700,74222,72162,1207125,1148357,329092,319455,33205,32192,120146,118526,9119,8811,482396,463484,420033,403369,23830,22827,14228,13792,4960,4727,1681,1710,17664,17059,435895,418642,31876,30580,21230,20604,10303,9838,3436,3388
R,9,2010,10,4186497,2141285,2045212,1589078,1508193,325952,315353,33362,32014,96502,96015,5749,5439,90642,88198,1671673,1588200,371839,360714,55888,53803,129017,127325,12613,12187,1656152,1580989,1166126,1104256,302197,292274,18880,17983,91563,91265,4062,3797,73324,71414,1233152,1169284,340236,329952,34295,33048,118963,117520,9260,8875,485133,464223,422952,403937,23755,23079,14482,14031,4939,4750,1687,1642,17318,16784,438521,418916,31603,30762,21593,20755,10054,9805,3353,3312
R,9,2010,11,4122215,2109202,2013013,1573244,1493630,318584,307346,32405,31372,91535,90384,5652,5189,87782,85092,1653042,1570711,362865,351045,54630,53134,122664,120115,12606,11737,1640223,1563284,1164257,1101975,295495,284997,18542,17967,86699,85757,3989,3655,71241,68933,1229274,1164622,332415,321433,34027,33162,112832,110566,9249,8604,468979,449729,408987,391655,23089,22349,13863,13405,4836,4627,1663,1534,16541,16159,423768,406089,30450,29612,20603,19972,9832,9549,3357,3133
R,9,2010,12,4121483,2107642,2013841,1571594,1493145,320539,309794,32347,31329,92461,91364,5593,5256,85108,82953,1648673,1568488,363223,351894,54383,52952,122411,120111,12286,11563,1645607,1570590,1168263,1106902,297943,287794,18512,17960,87695,86707,3961,3700,69233,67527,1231178,1168464,333665,323039,33931,33233,112880,110807,9093,8514,462035,443251,403331,386243,22596,22000,13835,13369,4766,4657,1632,1556,15875,15426,417495,400024,29558,28855,20452,19719,9531,9304,3193,3049
R,9,2010,13,4110920,2101162,2009758,1570090,1493065,318377,308399,31859,30950,93900,92155,5447,5115,81489,80074,1643991,1565493,358550,348343,53611,52549,122804,120094,11825,11349,1644671,1572630,1171073,1111547,296248,287040,18254,17826,89247,87598,3850,3632,65999,64987,1231180,1170466,329636,320346,33514,33108,113455,111068,8707,8387,456491,437128,399017,381518,22129,21359,13605,13124,4653,4557,1597,1483,15490,15087,412811,395027,28914,27997,20097,19441,9349,9026,3118,2962
R,9,2010,14,4138310,2118113,2020197,1586638,1503051,318600,309823,32205,30687,95289,93251,5611,5219,79770,78166,1658880,1573570,357168,348343,54186,52271,123603,120769,11978,11551,1663529,1586210,1188953,1123845,296808,288925,18459,17612,90683,88669,3990,3688,64636,63471,1247718,1181294,328917,321055,33838,32858,114512,111771,8872,8600,454584,433987,397685,379206,21792,20898,13746,13075,4606,4582,1621,1531,15134,14695,411162,392276,28251,27288,20348,19413,9091,8998,3106,2951
R,9,2010,15,4223155,2166347,2056808,1618453,1527943,335664,322980,32890,31366,95641,92552,5614,5505,78085,76462,1688719,1596590,373010,360528,55087,53057,123436,119284,12087,11879,1705895,1618819,1215245,1145340,313283,301360,19063,18173,90952,88019,3975,3879,63377,62048,1272397,1201235,344366,332500,34882,33714,114412,110474,8971,8823,460452,437989,403208,382603,22381,21620,13827,13193,4689,4533,1639,1626,14708,14414,416322,395355,28644,28028,20205,19343,9024,8810,3116,3056
R,9,2010,16,4286025,2200637,2085388,1636730,1542510,351623,337962,33411,32036,97416,92149,5676,5644,75781,75087,1704586,1609573,387133,374081,55890,54280,124398,118425,12262,12001,1738556,1648604,1231694,1160981,329078,316412,19604,18595,92772,87670,4070,4012,61338,60934,1286713,1215515,358545,346428,35696,34648,115487,109756,9167,8947,462081,436784,405036,381529,22545,21550,13807,13441,4644,4479,1606,1632,14443,14153,417873,394058,28588,27653,20194,19632,8911,8669,3095,3054
R,9,2010,17,4369254,2248717,2120537,1669600,1565262,365995,350174,34778,32991,99581,93962,5983,5646,72780,72502,1734488,1629767,399290,384339,56895,55343,125896,119397,12404,11946,1779339,1683523,1258009,1183304,342886,328445,20417,19540,94939,89406,4235,4039,58853,58789,1310607,1235730,370358,356674,36270,35747,117160,110870,9248,8932,469378,437014,411591,381958,23109,21729,14361,13451,4642,4556,1748,1607,13927,13713,423881,394037,28932,27665,20625,19596,8736,8527,3156,3014
R,9,2010,18,4469885,2298506,2171379,1708236,1604383,372452,357659,36438,33689,103940,98380,6170,5833,71270,71435,1771448,1667662,403672,390105,59083,55983,130102,124317,12589,12252,1818680,1728541,1287720,1217590,348822,335229,21352,20118,99179,93687,4314,4149,57293,57768,1338548,1268874,374238,361836,37544,36248,121379,115630,9362,9098,479826,442838,420516,386793,23630,22430,15086,13571,4761,4693,1856,1684,13977,13667,432900,398788,29434,28269,21539,19735,8723,8687,3227,3154
R,9,2010,19,4563812,2331126,2232686,1731409,1645990,375330,368815,36528,33433,112874,107527,6899,6199,68086,70722,1791000,1707762,404300,400802,58188,55268,138923,134194,13719,13061,1852416,1793487,1313407,1264822,350936,344903,21155,20098,107729,102391,4927,4468,54262,56805,1360866,1314443,374243,370840,36513,35688,129713,124908,10277,9888,478710,439199,418002,381168,24394,23912,15373,13335,5145,5136,1972,1731,13824,13917,430134,393319,30057,29962,21675,19580,9210,9286,3442,3173
R,9,2010,20,4587498,2342337,2245161,1747969,1660002,368973,366177,36197,32829,117697,112696,7169,6590,64332,66867,1804197,1718569,395541,395815,57049,53966,142822,137794,13647,12996,1860665,1811680,1326905,1283857,344492,342093,20637,19788,112494,107667,5080,4793,51057,53482,1371466,1330688,365559,365929,35376,34839,133809,128889,10166,9796,481672,433481,421064,376145,24481,24084,15560,13041,5203,5029,2089,1797,13275,13385,432731,387881,29982,29886,21673,19127,9013,8905,3481,3200
R,9,2010,21,4413243,2255935,2157308,1690130,1595635,345970,347360,34516,31168,118817,115111,7051,6274,59451,61760,1741982,1649451,369961,374301,54323,50791,141877,138724,13142,12338,1794782,1749156,1286716,1241065,322907,324669,19460,18855,113894,110290,4988,4627,46817,49650,1327486,1284238,341701,346362,33290,32945,133449,130465,9789,9443,461153,408152,403414,354570,23063,22691,15056,12313,4923,4821,2063,1647,12634,12110,414496,365213,28260,27939,21033,17846,8428,8259,3353,2895
R,9,2010,22,4318957,2203386,2115571,1666139,1577343,322805,328251,33908,30189,117810,114778,6923,6320,55801,58690,1714702,1628562,344803,353407,52473,48918,139861,137451,12680,12140,1741448,1711362,1260706,1225855,300606,306062,18675,17900,113073,110110,4897,4650,43491,46785,1298463,1266693,317606,325987,31399,31222,131716,129368,9385,9260,461938,404209,405433,351488,22199,22189,15233,12289,4737,4668,2026,1670,12310,11905,416239,361869,27197,27420,21074,17696,8145,8083,3295,2880
R,9,2010,23,4220215,2154038,2066177,1641312,1547251,304543,312922,32717,29092,116312,114412,7012,6143,52142,56357,1686539,1596424,324962,336832,50455,47391,136859,136256,12544,11690,1698815,1668931,1240748,1201281,283405,291369,17726,17220,111671,109966,4915,4484,40350,44611,1275594,1240139,298988,310160,29784,30106,129042,128575,9267,8870,455223,397246,400564,345970,21138,21553,14991,11872,4641,4446,2097,1659,11792,11746,410945,356285,25974,26672,20671,17285,7817,7681,3277,2820
R,9,2010,24,4241440,2161492,2079948,1655636,1563969,296914,308031,32554,29239,118622,118607,7045,6225,50721,53877,1699775,1610675,316183,330450,49938,47378,138747,139386,12462,11677,1700367,1680052,1249411,1215141,275615,286469,17334,17038,114000,114231,4920,4593,39087,42580,1283358,1251974,290094,304049,29158,29908,130939,131870,9156,8923,461125,399896,406225,348828,21299,21562,15220,12201,4622,4376,2125,1632,11634,11297,416417,358701,26089,26401,20780,17470,7808,7516,3306,2754
R,9,2010,25,4290224,2179648,2110576,1675024,1586701,293771,308616,32421,29129,122083,126405,6979,6304,49370,53421,1717914,1633110,312277,330094,49847,47254,141563,147445,12209,11808,1713402,1705383,1263876,1232634,272615,287199,16987,16919,117532,121987,4819,4716,37573,41928,1296357,1268952,286324,303652,28648,29743,133918,139887,8896,9115,466246,405193,411148,354067,21156,21417,15434,12210,4551,4418,2160,1588,11797,11493,421557,364158,25953,26442,21199,17511,7645,7558,3313,2693
R,9,2010,26,4192380,2119420,2072960,1629455,1556727,280593,299101,31535,28529,123572,130939,6718,6029,47547,51635,1670637,1601420,297953,319344,48441,46441,142630,151614,12057,11490,1667154,1672365,1230502,1206094,260313,278392,16511,16444,119018,126720,4686,4421,36124,40294,1261624,1240891,273071,293731,27829,29051,135056,144239,8881,8735,452266,400595,398953,350633,20280,20709,15024,12085,4554,4219,2032,1608,11423,11341,409013,360529,24882,25613,20612,17390,7574,7375,3176,2755
R,9,2010,27,4214709,2125315,2089394,1637244,1566967,278747,300013,31764,28838,123809,136170,6661,6120,47090,51286,1677978,1611245,295967,319914,48611,47002,142631,156539,11873,11586,1670205,1683967,1235363,1212437,258571,278707,16498,16497,119306,131958,4683,4490,35784,39878,1266107,1246710,271119,293751,27859,29235,135139,149228,8779,8822,455110,405427,401881,354530,20176,21306,15266,12341,4503,4212,1978,1630,11306,11408,411871,364535,24848,26163,20752,17767,7492,7311,3094,2764
R,9,2010,28,4258594,2142160,2116434,1651667,1585412,279779,304005,31348,28618,126080,141530,6744,6225,46542,50644,1691886,1629076,296652,323837,48301,46800,144535,161317,11965,11630,1681490,1701852,1244483,1222123,259503,282502,16284,16163,121460,137117,4717,4532,35043,39415,1274552,1255961,271682,297506,27639,28999,136844,153860,8803,8838,460670,414582,407184,363289,20276,21503,15064,12455,4620,4413,2027,1693,11499,11229,417334,373115,24970,26331,20662,17801,7691,7457,3162,2792
