UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2010,82,1155734,463981,691753,415689,605911,29503,56510,2067,2981,13626,21450,295,453,2801,4448,418040,609611,30132,57732,3675,5546,14510,22709,642,1009,435253,648106,388825,565469,28629,54928,1577,2293,13480,21174,253,375,2489,3867,390906,568650,29146,55909,3032,4580,14288,22297,563,876,28728,43647,26864,40442,874,1582,490,688,146,276,42,78,312,581,27134,40961,986,1823,643,966,222,412,79,133
R,11,2010,83,1086688,426602,660086,382701,580608,26882,52801,1725,2760,12520,19501,265,387,2509,4029,384826,583978,27453,53860,3131,5158,13310,20606,572,872,401651,620622,359272,543931,26197,51404,1347,2143,12379,19253,226,324,2230,3567,361155,546899,26665,52263,2607,4313,13099,20243,505,754,24951,39464,23429,36677,685,1397,378,617,141,248,39,63,279,462,23671,37079,788,1597,524,845,211,363,67,118
R,11,2010,84,993864,380383,613481,341886,541340,23797,48203,1549,2463,10719,17474,209,380,2223,3621,343778,544404,24316,49233,2802,4531,11401,18435,478,797,358249,577842,321189,508223,23128,46962,1201,1925,10590,17225,176,327,1965,3180,322856,510894,23542,47799,2328,3778,11202,18092,417,708,22134,35639,20697,33117,669,1241,348,538,129,249,33,53,258,441,20922,33510,774,1434,474,753,199,343,61,89
R,11,2010,85,913175,338433,574742,304305,508224,20916,44386,1346,2169,9792,16135,174,341,1900,3487,305920,511135,21360,45425,2400,4167,10401,17039,402,738,319232,542544,286348,478301,20370,43259,1007,1679,9682,15921,144,295,1681,3089,287776,480867,20733,44122,1943,3486,10229,16724,349,648,19201,32198,17957,29923,546,1127,339,490,110,214,30,46,219,398,18144,30268,627,1303,457,681,172,315,53,90
R,11,2010,86,832336,300043,532293,270105,473222,18255,39738,1141,2035,8724,14026,152,290,1666,2982,271522,475709,18667,40619,2074,3786,9266,14802,329,615,283280,504047,254421,446957,17757,38755,868,1586,8614,13836,133,249,1487,2664,255682,449172,18094,39495,1717,3174,9104,14536,294,549,16763,28246,15684,26265,498,983,273,449,110,190,19,41,179,318,15840,26537,573,1124,357,612,162,266,35,66
R,11,2010,87,728067,256998,471069,231617,419999,15312,34473,978,1624,7442,12113,137,233,1512,2627,232905,422189,15693,35264,1807,3164,7915,12772,309,529,242174,447191,217729,397790,14882,33626,742,1258,7356,11966,112,201,1353,2350,218883,399733,15199,34297,1491,2663,7791,12560,260,473,14824,23878,13888,22209,430,847,236,366,86,147,25,32,159,277,14022,22456,494,967,316,501,124,212,49,56
R,11,2010,88,639365,218347,421018,196669,375982,13085,30790,796,1424,6525,10348,98,226,1174,2248,197689,377830,13371,31446,1440,2696,6902,10937,239,505,206598,400233,185695,356588,12724,30089,614,1130,6458,10213,78,196,1029,2017,186584,358234,12946,30654,1175,2287,6803,10748,202,451,11749,20785,10974,19394,361,701,182,294,67,135,20,30,145,231,11105,19596,425,792,265,409,99,189,37,54
R,11,2010,89,557676,184632,373044,167541,334751,10204,26355,607,1213,5188,8531,92,180,1000,2014,168387,336421,10496,26996,1161,2380,5486,9037,211,413,175302,355478,158789,318403,9959,25766,457,957,5133,8422,73,157,891,1773,159538,319871,10213,26314,949,2001,5406,8862,174,362,9330,17566,8752,16348,245,589,150,256,55,109,19,23,109,241,8849,16550,283,682,212,379,80,175,37,51
R,11,2010,90,466964,148362,318602,133776,284684,8801,23368,493,1026,4362,7707,76,149,854,1668,134506,286051,9022,23903,951,1974,4624,8123,183,352,140810,303584,126772,270696,8564,22860,365,798,4298,7618,58,122,753,1490,127417,271905,8741,23323,772,1652,4538,7996,153,308,7552,15018,7004,13988,237,508,128,228,64,89,18,27,101,178,7089,14146,281,580,179,322,86,127,30,44
R,11,2010,91,344986,105038,239948,94287,214163,6551,18048,367,750,3201,5662,63,97,569,1228,94751,215171,6720,18473,682,1447,3367,5952,133,249,99763,229271,89374,204230,6384,17651,274,604,3169,5602,51,87,511,1097,89790,205122,6533,18017,553,1241,3320,5863,112,220,5275,10677,4913,9933,167,397,93,146,32,60,12,10,58,131,4961,10049,187,456,129,206,47,89,21,29
R,11,2010,92,294590,85691,208899,77514,187621,4936,14905,296,641,2455,4621,44,86,446,1025,77889,188481,5076,15243,518,1207,2594,4855,99,217,81416,199934,73551,179283,4790,14575,213,523,2437,4569,37,73,388,911,73873,180045,4902,14857,410,1040,2563,4774,86,196,4275,8965,3963,8338,146,330,83,118,18,52,7,13,58,114,4016,8436,174,386,108,167,31,81,13,21
R,11,2010,93,227376,62898,164478,56667,147428,3761,12049,218,499,1910,3593,35,71,307,838,56920,148100,3843,12352,386,987,2002,3777,82,172,59805,157594,53789,141007,3642,11814,178,411,1892,3554,33,60,271,748,54014,141601,3709,12072,326,857,1973,3719,73,151,3093,6884,2878,6421,119,235,40,88,18,39,2,11,36,90,2906,6499,134,280,60,130,29,58,9,21
R,11,2010,94,172488,44986,127502,40269,113801,2803,9709,165,394,1461,2890,26,52,262,656,40495,114346,2879,9947,298,740,1533,3061,58,128,42704,122044,38143,108746,2745,9488,121,318,1445,2859,23,43,227,590,38337,109235,2807,9688,240,640,1507,3016,52,112,2282,5458,2126,5055,58,221,44,76,16,31,3,9,35,66,2158,5111,72,259,58,100,26,45,6,16
R,11,2010,95,133345,32643,100702,29167,89678,2090,7957,114,302,1066,2240,14,48,192,477,29327,90058,2137,8141,216,557,1123,2360,40,97,30912,96325,27554,85616,2037,7788,83,239,1055,2221,13,42,170,419,27695,85949,2075,7942,175,465,1105,2329,37,86,1731,4377,1613,4062,53,169,31,63,11,19,1,6,22,58,1632,4109,62,199,41,92,18,31,3,11
R,11,2010,96,99987,22868,77119,20150,68309,1663,6481,93,252,822,1665,12,36,128,376,20258,68610,1714,6634,154,436,863,1753,21,83,21578,73777,18964,65214,1617,6348,69,207,812,1647,10,32,106,329,19054,65473,1657,6473,121,375,845,1725,17,78,1290,3342,1186,3095,46,133,24,45,10,18,2,4,22,47,1204,3137,57,161,33,61,18,28,4,5
R,11,2010,97,70163,15091,55072,13183,48555,1160,4898,70,167,589,1159,13,28,76,265,13249,48766,1184,5004,112,301,608,1229,23,57,14131,52565,12308,46241,1128,4788,49,136,578,1146,10,22,58,232,12356,46428,1146,4875,83,258,594,1204,16,46,960,2507,875,2314,32,110,21,31,11,13,3,6,18,33,893,2338,38,129,29,43,14,25,7,11
R,11,2010,98,49481,10113,39368,8684,34378,859,3737,57,139,434,892,9,26,70,196,8730,34533,888,3836,94,229,459,942,23,48,9465,37443,8086,32595,840,3664,40,110,431,884,8,24,60,166,8126,32727,868,3747,69,188,452,923,18,43,648,1925,598,1783,19,73,17,29,3,8,1,2,10,30,604,1806,20,89,25,41,7,19,5,5
R,11,2010,99,32573,6174,26399,5279,23050,544,2489,35,90,251,603,11,14,54,153,5319,23174,565,2557,74,175,263,641,18,30,5683,25086,4837,21829,524,2436,24,74,245,597,9,13,44,137,4870,21940,541,2496,56,149,256,629,15,27,491,1313,442,1221,20,53,11,16,6,6,2,1,10,16,449,1234,24,61,18,26,7,12,3,3
R,11,2010,100,56577,9804,46773,7818,39349,1265,5765,107,207,444,1096,23,36,147,320,7919,39581,1340,5927,185,375,521,1192,68,99,8846,44325,7013,37158,1209,5647,80,162,433,1075,18,27,93,256,7082,37341,1251,5778,132,291,474,1145,43,75,958,2448,805,2191,56,118,27,45,11,21,5,9,54,64,837,2240,89,149,53,84,47,47,25,24
R,12,2010,999,310353742,152618523,157735219,120147347,122616500,19352688,21187134,1907854,1868009,7356579,8093191,347957,336471,3506098,3633914,123238464,125800219,20824307,22764102,3087280,3115634,8635892,9388840,678266,674614,126609864,132506371,97133985,100365100,18194250,19973266,1122567,1154987,7103612,7839700,254317,249907,2801133,2923411,99600016,102921559,19361693,21233243,1984480,2087333,8187223,8937493,515758,519122,26008659,25228848,23013362,22251400,1158438,1213868,785287,713022,252967,253491,93640,86564,704965,710503,23638448,22878660,1462614,1530859,1102800,1028301,448669,451347,162508,155492
R,12,2010,0,3987495,2038275,1949220,1473089,1405343,308041,298488,33009,32076,96860,91548,6126,5767,121150,115998,1584691,1512093,373236,361362,57797,56046,141092,133469,14837,13987,1512690,1442805,1025386,974035,279095,270138,17224,16917,90611,85749,4006,3767,96368,92199,1114631,1059310,331863,320942,33350,32554,127163,120447,10331,9742,525585,506415,447703,431308,28946,28350,15785,15159,6249,5799,2120,2000,24782,23799,470060,452783,41373,40420,24447,23492,13929,13022,4506,4245
R,12,2010,1,3938056,2009845,1928211,1456249,1391003,302821,294822,32763,31770,95031,91204,5981,5790,117000,113622,1563944,1495461,365837,356801,56643,54925,137769,132068,14229,13848,1497228,1434014,1018891,969755,274678,267413,17434,16964,89047,85469,3983,3798,93195,90615,1105154,1053479,325904,317754,32983,32130,124376,119378,10005,9672,512617,494197,437358,421248,28143,27409,15329,14806,5984,5735,1998,1992,23805,23007,458790,441982,39933,39047,23660,22795,13393,12690,4224,4176
R,12,2010,2,4056309,2071462,1984847,1503021,1433133,314346,305781,33408,32109,98142,94770,6062,5920,116483,113134,1610011,1537108,377197,367651,57176,55124,140274,135117,14496,13868,1545346,1480581,1052601,1001719,285532,278274,17735,17272,92153,89043,4019,3918,93306,90355,1138647,1085196,336982,328862,33345,32187,127242,122540,10210,9702,526116,504266,450420,431414,28814,27507,15673,14837,5989,5727,2043,2002,23177,22779,471364,451912,40215,38789,23831,22937,13032,12577,4286,4166
R,12,2010,3,4106800,2097478,2009322,1527277,1456680,315323,306686,34165,33221,100466,96491,6103,5952,114144,110292,1632051,1557808,376575,366617,57988,56147,141792,135943,14412,13858,1564905,1498272,1070214,1018311,286910,279346,17937,17789,94538,90917,4052,3920,91254,87989,1154406,1099322,336965,328247,33546,32708,128828,123644,10166,9697,532573,511050,457063,438369,28413,27340,16228,15432,5928,5574,2051,2032,22890,22303,477645,458486,39610,38370,24442,23439,12964,12299,4246,4161
R,12,2010,4,4095922,2093584,2002338,1531315,1458914,312674,302741,34315,32666,98941,95785,5974,5763,110365,106469,1632563,1556540,371198,359905,57595,55080,139357,134038,14058,13445,1568067,1497914,1079167,1024993,285326,276116,18081,17493,93041,90303,4000,3798,88452,85211,1160693,1103452,333288,323108,33359,32164,126732,122125,9924,9425,525517,504424,452148,433921,27348,26625,16234,15173,5900,5482,1974,1965,21913,21258,471870,453088,37910,36797,24236,22916,12625,11913,4134,4020
R,12,2010,5,4069687,2080241,1989446,1531829,1454601,304802,296599,33672,32797,98949,97931,5972,5849,105017,101669,1628060,1547644,359813,350369,56361,54622,137579,135050,13572,13154,1566070,1497875,1087928,1030431,278501,271237,18017,17667,93429,92758,3971,3967,84224,81815,1165452,1105576,323720,315544,32924,32018,125737,123887,9551,9392,514171,491571,443901,424170,26301,25362,15655,15130,5520,5173,2001,1882,20793,19854,462608,442068,36093,34825,23437,22604,11842,11163,4021,3762
R,12,2010,6,4068430,2077140,1991290,1534521,1461509,302452,293244,33035,31934,100067,100394,5901,5571,101164,98638,1627084,1551679,354752,344685,55292,53656,137653,136476,13348,12780,1575864,1510007,1100197,1045330,277287,268825,18050,17197,94578,95216,4070,3841,81682,79598,1175295,1118358,320367,311348,32965,31746,126170,125569,9612,9191,501276,481283,434324,416179,25165,24419,14985,14737,5489,5178,1831,1730,19482,19040,451789,433321,34385,33337,22327,21910,11483,10907,3736,3589
R,12,2010,7,4057239,2070685,1986554,1537006,1463945,299764,291145,32121,31557,98767,99781,5711,5362,97316,94764,1625969,1550603,349556,339988,54162,52992,134764,134660,12978,12347,1580864,1514487,1111986,1054852,275359,267593,17605,17086,93512,94736,3935,3694,78467,76526,1184018,1125146,316489,307995,32370,31583,123743,123946,9347,8915,489821,472067,425020,409093,24405,23552,14516,14471,5255,5045,1776,1668,18849,18238,441951,425457,33067,31993,21792,21409,11021,10714,3631,3432
R,12,2010,8,4048307,2065762,1982545,1533995,1462091,303485,295411,32498,31375,97027,97257,5663,5412,93094,90999,1618886,1545002,350877,342245,54225,52694,131200,130264,12769,12178,1580860,1515376,1112405,1056127,279546,272323,17863,17231,91863,92462,3953,3725,75230,73508,1181265,1123438,318841,311096,32496,31642,120543,120142,9299,8803,484902,467169,421590,405964,23939,23088,14635,14144,5164,4795,1710,1687,17864,17491,437621,421564,32036,31149,21729,21052,10657,10122,3470,3375
R,12,2010,9,4082665,2084763,1997902,1548983,1475914,310903,301229,32339,31052,95323,94828,5542,5369,91673,89510,1632460,1557498,357692,347262,54280,52622,128590,126874,12481,12118,1603623,1535468,1130212,1073560,287128,278420,18020,17369,90435,90057,3847,3674,73981,72388,1197799,1139832,325862,316662,32930,32059,118350,116974,9069,8754,481140,462434,418771,402354,23775,22809,14319,13683,4888,4771,1695,1695,17692,17122,434661,417666,31830,30600,21350,20563,10240,9900,3412,3364
R,12,2010,10,4193523,2144248,2049275,1589187,1509256,325631,315079,33264,32055,98935,98505,5748,5537,91483,88843,1672511,1589926,371913,360713,55754,53826,132071,130219,12668,12306,1656939,1582715,1164358,1103431,301811,291865,18784,17926,93944,93729,4071,3847,73971,71917,1231920,1168997,340161,329718,34144,32969,121850,120328,9309,8928,487309,466560,424829,405825,23820,23214,14480,14129,4991,4776,1677,1690,17512,16926,440591,420929,31752,30995,21610,20857,10221,9891,3359,3378
R,12,2010,11,4129399,2113074,2016325,1574613,1494779,319724,308095,32573,31442,92447,91314,5664,5238,88053,85457,1654693,1572211,364406,352102,54826,53058,123521,121193,12536,11842,1640963,1563827,1162862,1100638,296476,285601,18612,18008,87630,86706,3988,3689,71395,69185,1228052,1163516,333686,322280,34036,33022,113749,111677,9170,8680,472111,452498,411751,394141,23248,22494,13961,13434,4817,4608,1676,1549,16658,16272,426641,408695,30720,29822,20790,20036,9772,9516,3366,3162
R,12,2010,12,4132016,2112393,2019623,1575477,1497596,320927,310532,32345,31385,91903,91072,5570,5232,86171,83806,1653601,1573698,364105,353195,54466,53222,122344,120108,12432,11611,1647294,1572772,1169705,1108298,298016,288350,18505,17904,87080,86415,3949,3682,70039,68123,1233446,1170386,334088,324001,33950,33285,112670,110716,9193,8559,465099,446851,405772,389298,22911,22182,13840,13481,4823,4657,1621,1550,16132,15683,420155,403312,30017,29194,20516,19937,9674,9392,3239,3052
R,12,2010,13,4101050,2097147,2003903,1564950,1487294,318204,307931,31906,30979,94463,92089,5492,5109,82132,80501,1639418,1560173,358872,348249,53669,52484,123563,120224,11892,11285,1640528,1566329,1165949,1105456,296076,286405,18248,17886,89751,87517,3889,3625,66615,65440,1226580,1164852,329943,320099,33565,33134,114126,111147,8763,8328,456619,437574,399001,381838,22128,21526,13658,13093,4712,4572,1603,1484,15517,15061,412838,395321,28929,28150,20104,19350,9437,9077,3129,2957
R,12,2010,14,4139252,2117338,2021914,1585814,1503473,318255,309747,32186,30865,95126,93639,5590,5178,80367,79012,1658639,1574779,357276,348825,54098,52456,123669,121392,11983,11561,1660836,1586837,1186420,1123578,296306,288725,18472,17713,90523,89064,3961,3662,65154,64095,1245700,1181598,328767,321307,33771,32942,114599,112365,8855,8584,456502,435077,399394,379895,21949,21022,13714,13152,4603,4575,1629,1516,15213,14917,412939,393181,28509,27518,20327,19514,9070,9027,3128,2977
R,12,2010,15,4200820,2154574,2046246,1610570,1521290,330922,318333,32630,31014,96261,93433,5615,5469,78576,76707,1681389,1590263,368598,356074,54872,52689,124211,120217,12029,11845,1694236,1608308,1207596,1138636,308571,296889,18839,17847,91612,88853,3985,3850,63633,62233,1265080,1194811,339908,328191,34610,33295,115124,111344,8936,8802,460338,437938,402974,382654,22351,21444,13791,13167,4649,4580,1630,1619,14943,14474,416309,395452,28690,27883,20262,19394,9087,8873,3093,3043
R,12,2010,16,4270103,2191324,2078779,1631595,1539074,347260,334508,33288,31884,97170,92237,5696,5626,76315,75450,1700056,1606534,383213,371036,55734,54032,124230,118620,12279,11914,1729198,1641714,1226741,1157322,324668,312919,19450,18448,92495,87794,4085,4007,61759,61224,1282255,1212157,354479,343266,35485,34393,115301,109987,9163,8886,462126,437065,404854,381752,22592,21589,13838,13436,4675,4443,1611,1619,14556,14226,417801,394377,28734,27770,20249,19639,8929,8633,3116,3028
R,12,2010,17,4347481,2235983,2111498,1661039,1558659,361891,347209,34389,32837,99486,93958,5914,5637,73264,73198,1726376,1623839,395726,381974,56442,55111,125882,119549,12347,11979,1767523,1674012,1250140,1176196,338899,325563,20184,19459,94842,89419,4175,4041,59283,59334,1303135,1229163,366886,354310,36006,35607,117054,110960,9163,8965,468460,437486,410899,382463,22992,21646,14205,13378,4644,4539,1739,1596,13981,13864,423241,394676,28840,27664,20436,19504,8828,8589,3184,3014
R,12,2010,18,4455658,2294228,2161430,1704258,1597037,372590,355921,36133,33563,103118,97603,6066,5760,72063,71546,1768283,1660584,404460,388593,58779,55914,129519,123321,12497,12115,1813607,1717767,1282663,1209026,349103,333806,21165,19956,98372,92969,4280,4095,58024,57915,1334240,1260568,375136,360662,37369,36140,120787,114755,9337,9017,480621,443663,421595,388011,23487,22115,14968,13607,4746,4634,1786,1665,14039,13631,434043,400016,29324,27931,21410,19774,8732,8566,3160,3098
R,12,2010,19,4540371,2320781,2219590,1722495,1635209,374910,367496,36666,33454,111273,106075,6772,6132,68665,71224,1782794,1697539,404463,399745,58501,55484,137135,132765,13480,12931,1841357,1778592,1303545,1252142,350680,343665,21289,20106,106260,101004,4816,4393,54767,57282,1351634,1302300,374487,369829,36768,35878,128077,123547,10088,9734,479424,440998,418950,383067,24230,23831,15377,13348,5013,5071,1956,1739,13898,13942,431160,395239,29976,29916,21733,19606,9058,9218,3392,3197
R,12,2010,20,4611267,2355168,2256099,1755594,1667360,372219,368156,36386,33161,118245,112942,7130,6531,65594,67949,1812921,1726842,399410,398416,57618,54479,143855,138527,13691,13094,1869119,1817940,1330688,1287072,347539,343933,20732,19911,113020,107885,5065,4740,52075,54399,1376109,1334686,369129,368355,35700,35095,134775,129489,10225,9859,486049,438159,424906,380288,24680,24223,15654,13250,5225,5057,2065,1791,13519,13550,436812,392156,30281,30061,21918,19384,9080,9038,3466,3235
R,12,2010,21,4461972,2280489,2181483,1705454,1611895,353382,353556,35065,31574,118689,115054,7183,6347,60716,63057,1758492,1666928,378024,381238,55137,51608,142221,138983,13392,12468,1813130,1766099,1296756,1251078,329862,330528,19831,19118,113686,110168,5082,4668,47913,50539,1338562,1295108,349244,352785,33923,33416,133631,130548,9956,9537,467359,415384,408698,360817,23520,23028,15234,12456,5003,4886,2101,1679,12803,12518,419930,371820,28780,28453,21214,18192,8590,8435,3436,2931
R,12,2010,22,4349618,2218796,2130822,1672252,1583700,328110,332980,34044,30492,120871,117892,6957,6418,56562,59340,1721482,1635440,350519,358485,52838,49375,143178,140841,12770,12260,1755904,1724570,1266251,1230527,305623,310574,18837,18172,116078,113117,4938,4741,44177,47439,1304609,1271876,322970,330832,31767,31684,134964,132646,9498,9371,462892,406252,406001,353173,22487,22406,15207,12320,4793,4775,2019,1677,12385,11901,416873,363564,27549,27653,21071,17691,8214,8195,3272,2889
R,12,2010,23,4241424,2165566,2075858,1646584,1551991,308240,315685,32841,29332,117824,115737,7031,6176,53046,56937,1692569,1601702,329141,339834,50738,47695,138724,137804,12693,11845,1708086,1677219,1244151,1204848,286874,294038,17868,17368,113149,111266,4943,4540,41101,45159,1279636,1244231,302879,313058,30047,30327,130803,130079,9382,9012,457480,398639,402433,347143,21366,21647,14973,11964,4675,4471,2088,1636,11945,11778,412933,357471,26262,26776,20691,17368,7921,7725,3311,2833
R,12,2010,24,4230273,2155379,2074894,1648281,1557461,297812,308869,32529,29135,118718,118765,7006,6218,51033,54446,1692750,1604723,317208,331709,50015,47403,138998,139730,12399,11632,1695854,1675393,1243467,1209164,276646,287249,17444,16997,114099,114396,4901,4554,39297,43033,1277629,1246431,291213,305192,29295,29880,131193,132214,9130,8858,459525,399501,404814,348297,21166,21620,15085,12138,4619,4369,2105,1664,11736,11413,415121,358292,25995,26517,20720,17523,7805,7516,3269,2774
R,12,2010,25,4292452,2182754,2109698,1675406,1585553,295530,309037,32616,29255,122395,125893,7048,6336,49759,53624,1718594,1632138,314389,330782,50092,47320,141956,146934,12290,11905,1714545,1703880,1262734,1231040,274099,287557,17026,17005,117826,121435,4892,4753,37968,42090,1295538,1267501,288119,304244,28776,29812,134282,139314,8971,9194,468209,405818,412672,354513,21431,21480,15590,12250,4569,4458,2156,1583,11791,11534,423056,364637,26270,26538,21316,17508,7674,7620,3319,2711
R,12,2010,26,4234230,2141908,2092322,1645775,1570422,284504,302660,31796,28758,124896,132264,6788,6076,48149,52142,1687552,1615539,302133,323291,48843,46700,144113,153088,12156,11535,1684250,1688589,1242037,1217208,263968,281622,16682,16560,120283,127990,4712,4450,36568,40759,1273614,1252413,276942,297266,28080,29192,136441,145664,8913,8782,457658,403733,403738,353214,20536,21038,15114,12198,4613,4274,2076,1626,11581,11383,413938,363126,25191,26025,20763,17508,7672,7424,3243,2753
R,12,2010,27,4187046,2111858,2075188,1625575,1555646,277158,297971,31461,28507,124175,135895,6639,6074,46850,51095,1666063,1599823,294315,317776,48164,46543,142976,156220,11863,11533,1660507,1673018,1227161,1203836,257050,276966,16355,16298,119721,131742,4662,4469,35558,39707,1257670,1238019,269547,291951,27590,28948,135528,148934,8774,8774,451351,402170,398414,351810,20108,21005,15106,12209,4454,4153,1977,1605,11292,11388,408393,361804,24768,25825,20574,17595,7448,7286,3089,2759
R,12,2010,28,4274019,2151290,2122729,1657051,1589528,281175,304423,31755,28978,127554,142318,6754,6273,47001,51209,1697694,1633723,298236,324429,48828,47306,146191,162404,12021,11695,1686945,1706917,1246596,1225405,260717,282717,16494,16476,122920,137899,4733,4582,35485,39838,1277087,1259610,273041,297828,27950,29399,138520,154918,8854,8910,464345,415812,410455,364123,20458,21706,15261,12502,4634,4419,2021,1691,11516,11371,420607,374113,25195,26601,20878,17907,7671,7486,3167,2785
R,12,2010,29,4199564,2107394,2092170,1627926,1568284,274158,299893,30202,28038,123203,140702,6517,5867,45388,49386,1667054,1610855,290471,319299,47001,45875,141096,159827,11605,11190,1659165,1684125,1231406,1210453,254599,278974,15557,15834,118755,136393,4566,4227,34282,38244,1260754,1243297,266422,293565,26862,28339,133730,152554,8566,8441,448229,408045,396520,357831,19559,20919,14645,12204,4448,4309,1951,1640,11106,11142,406300,367558,24049,25734,20139,17536,7366,7273,3039,2749
R,12,2010,30,4306396,2165366,2141030,1669115,1599026,286783,313482,31448,28899,125423,143798,6758,6078,45839,49747,1708569,1641904,303409,332995,48428,47062,143507,162940,12013,11426,1696365,1719815,1253751,1229237,266603,291860,16202,16351,120712,139431,4694,4435,34403,38501,1283130,1262209,278544,306466,27596,29184,135758,155625,8841,8726,469001,421215,415364,369789,20180,21622,15246,12548,4711,4367,2064,1643,11436,11246,425439,379695,24865,26529,20832,17878,7749,7315,3172,2700
R,12,2010,31,4174891,2099811,2075080,1617758,1548400,277815,304630,30117,27564,124596,141475,6254,5801,43271,47210,1655109,1588919,293281,323132,46500,44890,141360,159732,11137,10852,1651461,1669193,1220813,1191926,258367,283783,15490,15522,120198,137339,4347,4265,32246,36358,1248421,1222935,269364,297424,26431,27752,134105,152748,8158,8302,448350,405887,396945,356474,19448,20847,14627,12042,4398,4136,1907,1536,11025,10852,406688,365984,23917,25708,20069,17138,7255,6984,2979,2550
R,12,2010,32,3968749,1985910,1982839,1532497,1481764,259770,288483,28047,26337,119368,136538,5788,5391,40440,44326,1567209,1519798,274212,305475,43498,42948,135171,153716,10211,10068,1562644,1591703,1156717,1138169,241771,268631,14621,14676,115204,132388,4099,3891,30232,33948,1182381,1167097,252109,281101,25007,26291,128366,146883,7570,7632,423266,391136,375780,343595,17999,19852,13426,11661,4164,4150,1689,1500,10208,10378,384828,352701,22103,24374,18491,16657,6805,6833,2641,2436
R,12,2010,33,3987423,1992417,1995006,1542422,1495659,257254,287180,28489,26726,118902,136413,5812,5470,39538,43558,1576356,1532837,271143,303831,43926,43341,134294,153280,10164,10093,1565966,1597461,1163250,1145036,239716,267576,14836,15135,114691,132307,4108,3975,29365,33432,1188169,1173360,249454,279770,25199,26847,127493,146573,7509,7662,426451,397545,379172,350623,17538,19604,13653,11591,4211,4106,1704,1495,10173,10126,388187,359477,21689,24061,18727,16494,6801,6707,2655,2431
R,12,2010,34,3845297,1919068,1926229,1481822,1443020,244983,274426,27362,25383,121612,137058,5548,5098,37741,41244,1514280,1478080,257772,289852,42063,41290,136559,153265,9820,9548,1504865,1536477,1112957,1098204,228039,255665,14290,14278,117527,133059,3946,3695,28106,31576,1136856,1124786,236911,266915,24192,25513,130046,146702,7287,7265,414203,389752,368865,344816,16944,18761,13072,11105,4085,3999,1602,1403,9635,9668,377424,353294,20861,22937,17871,15777,6513,6563,2533,2283
R,12,2010,35,3886969,1942462,1944507,1499183,1455208,247962,277707,27173,25656,126752,141536,5325,5024,36067,39376,1529998,1488715,260314,292149,41448,40982,140968,157106,9318,9176,1526803,1554393,1127627,1109014,231476,259312,14095,14457,122777,137581,3816,3681,27012,30348,1150423,1134653,240110,269820,23838,25357,134734,150797,6996,6996,415659,390114,371556,346194,16486,18395,13078,11199,3975,3955,1509,1343,9055,9028,379575,354062,20204,22329,17610,15625,6234,6309,2322,2180
R,12,2010,36,3913274,1954593,1958681,1512963,1471772,247216,277338,27064,25367,127569,141326,5300,4836,34481,38042,1542277,1503933,258686,291157,41016,40503,141150,156324,9237,8818,1543546,1570216,1143837,1125250,231774,259933,14081,14348,123773,137576,3839,3550,26242,29559,1165948,1149977,240018,270130,23671,25232,135379,150466,7005,6761,411047,388465,369126,346522,15442,17405,12983,11019,3796,3750,1461,1286,8239,8483,376329,353956,18668,21027,17345,15271,5771,5858,2232,2057
R,12,2010,37,3832491,1903736,1928755,1471730,1445976,242031,274625,25842,24883,125924,141882,4865,4828,33344,36561,1500020,1476744,252982,287764,39412,39525,139208,156385,8612,8749,1515210,1555410,1122467,1112664,227601,258007,13640,14279,122421,138221,3530,3579,25551,28660,1143893,1136541,235375,267793,23208,25026,133821,150704,6591,6735,388526,373345,349263,333312,14430,16618,12202,10604,3503,3661,1335,1249,7793,7901,356127,340203,17607,19971,16204,14499,5387,5681,2021,2014
